-9.196057983745796471e-02,7.734380160592059239e-01,0.000000000000000000e+00
5.762722680078526949e-01,7.487438537133213057e-01,0.000000000000000000e+00
-6.902667449644832309e-02,7.628169700404375808e-01,0.000000000000000000e+00
1.070761692510934990e-02,7.802550482970365131e-01,0.000000000000000000e+00
1.125180121245645593e+00,7.663069576483482193e-01,0.000000000000000000e+00
7.969654264595477100e-01,7.542716891925472789e-01,0.000000000000000000e+00
5.525771567244022187e-01,5.131118141242922981e-01,1.000000000000000000e+00
4.456694662813065477e-01,5.206714072826879036e-01,1.000000000000000000e+00
1.557119251056809484e+00,5.069308371022221982e-01,1.000000000000000000e+00
2.386883726544317408e-01,5.109107651796959138e-01,1.000000000000000000e+00
1.049778103391716622e+00,4.974648569952564436e-01,1.000000000000000000e+00
1.915987459015425998e+00,5.347012806582602806e-01,1.000000000000000000e+00
6.471239688321311911e-01,5.355550823992526466e-01,1.000000000000000000e+00
7.157449137474138912e-01,5.168141113695698952e-01,1.000000000000000000e+00
1.620188180846189763e+00,5.156495831297178700e-01,1.000000000000000000e+00
6.827608706982664089e-01,5.049119206454427689e-01,1.000000000000000000e+00
2.100902604263357731e-01,7.717876499776226140e-01,0.000000000000000000e+00
7.993294158260650928e-01,7.298975354014651806e-01,0.000000000000000000e+00
-1.293260329624070226e-01,7.472374366899896536e-01,0.000000000000000000e+00
-1.254544193643742367e-01,7.661913241566765675e-01,0.000000000000000000e+00
1.221171834827933789e-01,7.525995529188337363e-01,0.000000000000000000e+00
4.032698798811540364e-01,4.827290755820300427e-01,1.000000000000000000e+00
5.565129372612557246e-01,5.634965030661346352e-01,1.000000000000000000e+00
2.706122909037404489e-01,5.328053326998556383e-01,1.000000000000000000e+00
2.809625766773822253e-01,4.870183083389346690e-01,1.000000000000000000e+00
5.977586473012047596e-01,5.435425358560795894e-01,1.000000000000000000e+00
2.438752473324645731e-01,5.113212931588649868e-01,1.000000000000000000e+00
2.803782458142313194e-01,5.356443113546000001e-01,1.000000000000000000e+00
5.838501991746005704e-01,5.244350382661098209e-01,1.000000000000000000e+00
7.449632271296342534e-01,5.210361153044829052e-01,1.000000000000000000e+00
4.077354851210867048e-01,5.471740217038900678e-01,1.000000000000000000e+00
2.880995619359200122e-01,5.207267720606514327e-01,1.000000000000000000e+00
1.369407901263849814e+00,5.147501115463450905e-01,1.000000000000000000e+00
7.795339994919612270e-01,5.287244825524534120e-01,1.000000000000000000e+00
2.214336881899223175e-01,4.996736167805264639e-01,1.000000000000000000e+00
5.908566047233084761e-01,5.117346349003638606e-01,1.000000000000000000e+00
3.576776160372981961e-01,5.210426637599234745e-01,1.000000000000000000e+00
3.814666944603369303e-01,5.102841076742929971e-01,1.000000000000000000e+00
2.150315257495986621e-01,7.190906922532919188e-01,0.000000000000000000e+00
2.367598124990132336e-01,7.416806762590122393e-01,0.000000000000000000e+00
8.026778578776651019e-01,5.333120136711387849e-01,1.000000000000000000e+00
1.782479201405088309e-01,5.387408667581041755e-01,1.000000000000000000e+00
3.873669764575711216e-01,4.983637834762746910e-01,1.000000000000000000e+00
3.216181213493183866e-01,4.955411138147362005e-01,1.000000000000000000e+00
7.063014260218078988e-01,5.153506111282056823e-01,1.000000000000000000e+00
2.659921805059339284e-01,5.150731142156808051e-01,1.000000000000000000e+00
2.846347828195709972e-01,7.480196902343257959e-01,0.000000000000000000e+00
1.577331501100536770e-01,7.598067258323158990e-01,0.000000000000000000e+00
2.670952025655053408e-01,5.406909435823270549e-01,1.000000000000000000e+00
3.580671202557496602e-01,5.435187368129880126e-01,1.000000000000000000e+00
1.732688036972637180e-01,5.158939278797942674e-01,1.000000000000000000e+00
2.377092939017566575e-01,5.302484013384454187e-01,1.000000000000000000e+00
2.189104773160903128e-01,5.217740074457428712e-01,1.000000000000000000e+00
6.391219078537835330e-01,7.673471719329036933e-01,0.000000000000000000e+00
-1.032156428948603766e-01,7.544275369534665376e-01,0.000000000000000000e+00
-7.931266207146475677e-02,7.426438861010978831e-01,0.000000000000000000e+00
-1.852348866801919458e-01,7.234038309111170406e-01,0.000000000000000000e+00
2.424217319195642317e-01,5.546839800878919924e-01,1.000000000000000000e+00
6.393998562189602275e-01,5.206688180170327973e-01,1.000000000000000000e+00
2.223328512107574095e-01,5.295633782782901422e-01,1.000000000000000000e+00
3.069135639220121892e-01,5.219360499790169916e-01,1.000000000000000000e+00
7.793632298943767855e-01,5.384912565888155811e-01,1.000000000000000000e+00
5.857680845081814081e-01,5.166831080448496261e-01,1.000000000000000000e+00
4.464696798690686586e-01,5.219413267527953648e-01,1.000000000000000000e+00
1.106575515925363407e+00,5.622137528361016434e-01,1.000000000000000000e+00
8.977235874581113162e-01,5.409898300692167483e-01,1.000000000000000000e+00
3.047827874195668252e-01,5.627098314844878324e-01,1.000000000000000000e+00
5.260233818309054676e-01,5.401962809863419812e-01,1.000000000000000000e+00
9.670740792015849463e-01,5.087126021765265849e-01,1.000000000000000000e+00
4.962850720169049712e-01,5.078799364435943042e-01,1.000000000000000000e+00
1.021649522378401898e+00,5.192312539504916336e-01,1.000000000000000000e+00
7.031517436088435824e-01,5.416270787500880868e-01,1.000000000000000000e+00
3.828088323786827951e-01,5.170593027119283480e-01,1.000000000000000000e+00
4.300838948119039551e-01,5.309457813521600844e-01,1.000000000000000000e+00
5.585888991843618312e-01,4.906438969012655860e-01,1.000000000000000000e+00
1.330274183171280322e+00,5.081226302408121676e-01,1.000000000000000000e+00
4.296326298713945002e-01,5.290212996857912575e-01,1.000000000000000000e+00
7.758970142317770380e-01,5.249131685342127707e-01,1.000000000000000000e+00
5.063831523847101002e-01,5.081417179555507424e-01,1.000000000000000000e+00
3.665969325259860190e-01,5.244039667669974092e-01,1.000000000000000000e+00
2.536090357250632144e-01,7.853125003266944182e-01,0.000000000000000000e+00
4.119994610127708512e-01,7.655715710965526055e-01,0.000000000000000000e+00
4.607248300627207749e-02,7.841442265462046368e-01,0.000000000000000000e+00
2.479965875906841588e-01,7.685182380151610593e-01,0.000000000000000000e+00
2.511186517947263108e-01,8.038473386915361285e-01,0.000000000000000000e+00
-1.449599108599038400e-01,7.552316637543219358e-01,0.000000000000000000e+00
4.878709353388807624e-02,7.635457172329704889e-01,0.000000000000000000e+00
-3.760736897309256699e-02,7.984699874928321561e-01,0.000000000000000000e+00
2.206989801471148371e-01,5.138141069364308144e-01,1.000000000000000000e+00
7.741630374690992022e-01,5.526008440547061085e-01,1.000000000000000000e+00
8.439890658600016637e-01,5.225642121819538133e-01,1.000000000000000000e+00
8.123446522703182682e-01,5.220956669716997345e-01,1.000000000000000000e+00
1.798097568427722281e-01,7.542842324211670446e-01,0.000000000000000000e+00
-9.423854737984120600e-03,7.531871739934115073e-01,0.000000000000000000e+00
-1.191377900087584873e-01,7.957064296146482141e-01,0.000000000000000000e+00
-8.570245317914471084e-02,7.490553672696528276e-01,0.000000000000000000e+00
